id,Distance,Zb,Nonuniform,Unsteady Collacated,Unsteady Staggered
7407,3703.5,9.318981802252525,2.8364845617291454,3.0847455424776244,2.9822265489331
7408,3704.0,9.21500164744601,3.0143628334508787,3.156249514092918,3.088225078432849
7409,3704.5,9.332111302933228,2.817181608981156,3.100377788473588,2.9870194526503084
7410,3705.0,9.176827521227612,3.078060099646356,3.2542331244538816,3.1745720067632783
7411,3705.5,9.176323355705584,3.0804636884302696,3.2391612424699585,3.1651603254182796
7412,3706.0,9.200184019757115,3.0451330777345493,3.170494555435218,3.1078939145076823
7413,3706.5,9.33284444696838,2.82434063570018,3.067855853716666,2.966574725310595
7414,3707.0,9.25671391546269,2.9584602297228164,3.1319855971162034,3.052702019280169
7415,3707.5,9.29508701987522,2.895873250103216,3.103879503862653,3.013250385956448
7416,3708.0,9.261780845763036,2.9542402216814203,3.1163545911547703,3.0406007456286934
7417,3708.5,9.321908865764684,2.85331760810133,3.067806173812562,2.9756009817537494
7418,3709.0,9.31365257504326,2.8703350311463716,3.1068242291409893,3.008147578800013
7419,3709.5,9.25005705012192,2.979887416482018,3.1918082112188184,3.1007126564735144
7420,3710.0,9.193798635358332,3.0707825314603006,3.2460625973199644,3.1671628301518386
7421,3710.5,9.192226338245574,3.0748533148983546,3.226669860541603,3.1559644330331107
7422,3711.0,9.24938549307384,2.9863569156596057,3.163484291666248,3.083994405686887
7423,3711.5,9.27067784816018,2.9534346701094254,3.1473067934627244,3.06242965417047
7424,3712.0,9.270851888550586,2.9551594877605893,3.167363829964884,3.0763432068645327
7425,3712.5,9.21863453739789,3.0410845803627953,3.2167729100134,3.1376758593642315
7426,3713.0,9.215899862496626,3.047093826290077,3.192497129989793,3.123664072969691
7427,3713.5,9.277773987179147,2.949356896156241,3.107373173929927,3.0339969035872585
7428,3714.0,9.361618769995852,2.804856455781769,3.068944441000164,2.9625314247229495
7429,3714.5,9.252907015720428,2.9943609798989868,3.177219224676653,3.0959319224566877
7430,3715.0,9.24761152415882,3.0047351886436875,3.16389023886792,3.090642191281533
7431,3715.5,9.312500944284128,2.8991616974524343,3.125960265123746,3.029799780221613
7432,3716.0,9.21973438867642,3.052616110905252,3.166475889769094,3.107721970706836
7433,3716.5,9.35475466811024,2.8287570425852646,3.0336574106155156,2.9443927202250486
7434,3717.0,9.34929975387295,2.8411639897350565,3.0328300661181213,2.9477760889496896
7435,3717.5,9.390514398698402,2.7671208687337403,3.0349784054556093,2.927969163569558
7436,3718.0,9.303531883056293,2.925806352793967,3.1454461026984784,3.0522674338411813
7437,3718.5,9.231750113690856,3.0442382785269886,3.1899657862730417,3.1215746005354683
7438,3719.0,9.308948041781768,2.920640406227886,3.118432634210285,3.032519725650323
7439,3719.5,9.312068363046182,2.9174960223387623,3.142832196126662,3.0474471391091216
7440,3720.0,9.21866213200232,3.0702225740730382,3.1872408802536314,3.1282834574694784
7441,3720.5,9.357666969209133,2.8420439508079243,3.067999803686457,2.9727655060287126
7442,3721.0,9.31200351803054,2.9239016237441002,3.111635203484698,3.0285229907519446
7443,3721.5,9.329081670052496,2.896943384737713,3.1117545247435188,3.019960837767816
7444,3722.0,9.28439083030028,2.9739574099265127,3.1475820963160017,3.069245691499194
7445,3722.5,9.315737165485055,2.9239242041822933,3.127364916007436,3.0390935300132584
7446,3723.0,9.281465296493112,2.9827040207591833,3.1440996463416444,3.0698395942757943
7447,3723.5,9.34123340443585,2.8844471936863942,3.108262043286397,3.013791354495251
7448,3724.0,9.29361038010895,2.9669637066506884,3.1745085368499457,3.0846065873727313
7449,3724.5,9.224239567860474,3.0788090754906015,3.1984110664276693,3.1387109095505625
7450,3725.0,9.359228583835533,2.8591473382331367,3.08975470898885,2.992886932408812
7451,3725.5,9.296501612336938,2.9681505819755105,3.151484192977777,3.0697312000798713
7452,3726.0,9.302301727167094,2.960592285221986,3.1461361288747187,3.0637071745230857
7453,3726.5,9.316083424071817,2.9397493955722047,3.1555468928709844,3.062397763809924
7454,3727.0,9.227920378673783,3.082457612397724,3.1837450234316425,3.1292889339640975
7455,3727.5,9.380230788972575,2.832358783093142,3.026793615221652,2.9404765870880643
7456,3728.0,9.396057196723795,2.8059065220032733,3.0150447369187865,2.9244882802000696
7457,3728.5,9.411244806927495,2.7800981522593147,3.038424820892883,2.933492630684247
